Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Date
1521,61,Female,Sweater,Clothing,81.25,San Diego,S,Red,Fall,2.8,Yes,Express,Yes,Yes,16,Cash,Every 3 Months,2023-03-30
1966,26,Male,Hat,Accessories,100.22,San Antonio,M,Blue,Summer,2.1,Yes,Express,No,No,3,Apple Pay,Annually,2023-10-27
2188,62,Male,Dress,Clothing,61.78,Los Angeles,XL,Black,Fall,3.1,No,Express,No,No,13,Credit Card,Every 3 Months,2023-03-19
1102,36,Female,Hat,Accessories,191.47,Dallas,M,Brown,Winter,4.1,No,Next Day,No,No,2,Cash,Every 3 Months,2023-04-15
1193,69,Female,Dress,Clothing,207.79,Los Angeles,XL,Grey,Summer,3.6,No,Standard,Yes,Yes,38,Cash,Annually,2023-08-16
1881,33,Male,Jacket,Outerwear,120.8,Los Angeles,M,Grey,Fall,3.5,Yes,Standard,No,No,21,Credit Card,Weekly,2023-01-01
2351,27,Female,Sweater,Clothing,98.97,San Jose,M,Yellow,Summer,1.1,No,Store Pickup,No,No,32,PayPal,Every 3 Months,2023-03-07
2162,42,Female,Dress,Clothing,48.29,Houston,XL,Green,Fall,1.3,No,Next Day,Yes,Yes,50,Cash,Monthly,2023-07-05
2215,27,Male,Sneakers,Shoes,249.9,Chicago,L,Black,Summer,4.2,No,Next Day,No,No,4,Apple Pay,Bi-Weekly,2023-06-21
2255,56,Male,Backpack,Accessories,193.1,Dallas,XL,Green,Summer,2.0,No,Next Day,Yes,Yes,34,Debit Card,Annually,2023-08-20
1662,64,Male,Jeans,Clothing,182.95,Los Angeles,M,White,Fall,1.1,No,Standard,Yes,Yes,37,Cash,Weekly,2023-10-25
1098,45,Male,Jeans,Clothing,74.69,San Jose,S,Black,Spring,4.5,No,Express,Yes,Yes,43,PayPal,Bi-Weekly,2023-10-12
1147,54,Male,Jacket,Outerwear,131.95,Philadelphia,M,Brown,Spring,2.8,No,Express,Yes,Yes,9,PayPal,Bi-Weekly,2023-06-17
2133,43,Male,Scarf,Accessories,52.46,Los Angeles,XL,Blue,Winter,4.3,No,Store Pickup,No,No,11,Cash,Weekly,2023-10-16
1576,19,Female,T-shirt,Clothing,272.86,Chicago,M,Red,Fall,4.7,No,Standard,Yes,Yes,8,Credit Card,Monthly,2023-08-22
1852,34,Male,Belt,Accessories,262.74,Philadelphia,XL,Yellow,Spring,2.2,No,Standard,No,No,43,PayPal,Every 3 Months,2023-08-12
1588,60,Male,Backpack,Accessories,77.98,Chicago,S,Grey,Winter,1.6,Yes,Store Pickup,Yes,Yes,3,Apple Pay,Monthly,2023-11-19
2098,19,Female,Sweater,Clothing,31.3,New York,M,Yellow,Winter,2.0,Yes,Store Pickup,No,No,43,Cash,Annually,2023-10-17
2395,42,Female,Jeans,Clothing,77.72,Los Angeles,S,Red,Summer,4.9,Yes,Store Pickup,No,No,4,Cash,Every 3 Months,2023-03-27
1990,18,Female,Dress,Clothing,121.05,San Diego,XL,Black,Winter,1.9,Yes,Express,No,No,45,Credit Card,Every 3 Months,2023-10-04
1408,23,Female,Sneakers,Shoes,271.41,San Diego,L,Blue,Winter,2.0,No,Next Day,Yes,Yes,26,PayPal,Weekly,2023-12-11
1753,37,Male,Backpack,Accessories,169.4,Dallas,S,Brown,Winter,1.9,Yes,Store Pickup,No,No,35,Debit Card,Bi-Weekly,2023-08-12
1459,38,Female,Sunglasses,Accessories,147.36,Los Angeles,S,Red,Fall,3.2,No,Express,No,No,0,PayPal,Bi-Weekly,2023-12-21
1734,41,Female,Scarf,Accessories,112.68,Los Angeles,L,Green,Winter,5.0,No,Next Day,No,No,47,Cash,Weekly,2023-12-18
1589,36,Female,Belt,Accessories,31.26,Dallas,S,Black,Fall,3.5,No,Express,Yes,Yes,31,Cash,Weekly,2023-07-06
2497,60,Female,Sweater,Clothing,76.28,Los Angeles,XL,Brown,Summer,1.1,Yes,Next Day,Yes,Yes,16,Cash,Every 3 Months,2023-10-12
1615,32,Male,Shorts,Clothing,156.72,Houston,M,Red,Spring,2.0,No,Store Pickup,Yes,Yes,10,Debit Card,Monthly,2023-05-21
1558,60,Female,Scarf,Accessories,184.84,San Antonio,S,Brown,Spring,3.6,No,Standard,Yes,Yes,37,Apple Pay,Bi-Weekly,2023-07-31
2129,66,Male,Sunglasses,Accessories,30.79,Philadelphia,XL,Yellow,Fall,3.4,Yes,Standard,No,No,44,Cash,Bi-Weekly,2023-03-02
1470,64,Female,Jeans,Clothing,57.4,San Diego,XL,Brown,Fall,2.2,Yes,Next Day,No,No,37,Debit Card,Annually,2023-03-27
2374,28,Male,Hat,Accessories,73.92,Dallas,L,Yellow,Winter,2.7,No,Standard,No,No,27,PayPal,Bi-Weekly,2023-01-02
2463,56,Male,Jacket,Outerwear,238.02,San Antonio,L,Green,Fall,4.0,No,Next Day,No,No,13,Cash,Every 3 Months,2023-02-04
1933,66,Female,Hat,Accessories,193.01,Houston,S,Brown,Fall,4.6,No,Express,No,No,32,Cash,Monthly,2023-02-28
1315,32,Female,Sneakers,Shoes,232.17,San Jose,XL,Red,Fall,4.2,No,Standard,Yes,Yes,32,Cash,Monthly,2023-10-14
2492,57,Female,Scarf,Accessories,210.85,Chicago,L,Yellow,Fall,2.7,No,Express,No,No,17,Cash,Annually,2023-07-06
1653,43,Female,Jacket,Outerwear,94.21,San Diego,S,White,Fall,1.3,Yes,Next Day,No,No,20,Cash,Weekly,2023-10-31
1800,41,Male,Scarf,Accessories,280.59,Houston,XL,Red,Winter,2.1,Yes,Standard,No,No,7,Debit Card,Weekly,2023-08-27
2220,47,Male,Scarf,Accessories,94.87,San Diego,M,Yellow,Spring,4.3,No,Next Day,No,No,10,Cash,Bi-Weekly,2023-06-01
1374,18,Female,Sunglasses,Accessories,272.28,Los Angeles,S,Yellow,Fall,3.0,Yes,Standard,Yes,Yes,27,Cash,Weekly,2023-05-16
2018,44,Male,Belt,Accessories,49.11,San Antonio,L,Yellow,Winter,1.7,Yes,Standard,Yes,Yes,24,Credit Card,Every 3 Months,2023-02-10
1959,54,Female,Jacket,Outerwear,189.35,Houston,L,Brown,Fall,2.5,No,Express,Yes,Yes,15,Apple Pay,Annually,2023-02-11
1394,49,Female,Dress,Clothing,210.76,Chicago,XL,White,Fall,3.3,No,Standard,No,No,34,Cash,Annually,2023-02-23
1796,25,Female,Sweater,Clothing,244.38,Los Angeles,L,Red,Fall,2.9,No,Next Day,Yes,Yes,14,Apple Pay,Every 3 Months,2023-07-27
2063,29,Male,Sweater,Clothing,54.89,Houston,M,Yellow,Spring,4.3,No,Standard,No,No,24,Credit Card,Weekly,2023-11-01
1420,53,Male,Scarf,Accessories,268.64,Philadelphia,L,Yellow,Spring,2.8,Yes,Standard,No,No,31,Debit Card,Weekly,2023-10-24
2129,57,Male,Jeans,Clothing,265.09,Phoenix,S,Brown,Summer,3.0,No,Standard,No,No,0,Apple Pay,Monthly,2023-11-24
1714,33,Female,T-shirt,Clothing,116.76,Los Angeles,L,Green,Fall,4.7,Yes,Store Pickup,No,No,25,Credit Card,Annually,2023-03-14
2334,18,Female,Jeans,Clothing,96.29,Phoenix,XL,Green,Summer,4.1,No,Store Pickup,Yes,Yes,27,Apple Pay,Annually,2023-10-24
1775,54,Male,Dress,Clothing,260.68,Los Angeles,M,White,Summer,1.5,No,Store Pickup,No,No,35,Debit Card,Annually,2023-04-29
2311,57,Female,Backpack,Accessories,43.42,New York,XL,Blue,Fall,3.1,No,Standard,No,No,10,PayPal,Bi-Weekly,2023-12-06
1851,70,Female,Shorts,Clothing,243.26,Phoenix,XL,Grey,Winter,1.0,No,Next Day,No,No,29,Apple Pay,Weekly,2023-05-24
1846,18,Female,Scarf,Accessories,190.77,Dallas,S,Red,Spring,3.5,No,Express,Yes,Yes,11,PayPal,Bi-Weekly,2023-03-27
1094,39,Female,Shorts,Clothing,245.69,New York,S,Grey,Winter,3.2,No,Next Day,No,No,6,Apple Pay,Every 3 Months,2023-05-10
1439,40,Male,Backpack,Accessories,271.2,San Antonio,M,Grey,Fall,3.1,No,Express,Yes,Yes,44,Debit Card,Every 3 Months,2023-08-18
2280,43,Male,Hat,Accessories,59.98,New York,XL,Blue,Winter,4.4,No,Store Pickup,No,No,47,Credit Card,Weekly,2023-03-27
1420,50,Female,Belt,Accessories,147.38,New York,S,Red,Fall,2.3,Yes,Next Day,No,No,6,Credit Card,Bi-Weekly,2023-11-06
2031,70,Female,T-shirt,Clothing,133.2,Dallas,XL,Brown,Spring,2.7,No,Express,Yes,Yes,41,Apple Pay,Monthly,2023-02-13
1425,20,Female,Sneakers,Shoes,107.42,San Antonio,XL,Red,Spring,4.6,Yes,Next Day,Yes,Yes,14,Debit Card,Weekly,2023-12-03
1255,44,Female,Jeans,Clothing,217.42,New York,L,Blue,Summer,2.6,No,Standard,No,No,37,PayPal,Annually,2023-09-01
1921,37,Female,Jacket,Outerwear,146.01,Chicago,M,Black,Fall,3.4,No,Store Pickup,No,No,38,PayPal,Every 3 Months,2023-12-13
2058,51,Male,Sneakers,Shoes,55.06,San Antonio,S,Blue,Winter,3.7,No,Express,Yes,Yes,5,Credit Card,Every 3 Months,2023-02-25
1517,43,Male,Sweater,Clothing,65.93,Phoenix,S,White,Summer,4.5,No,Standard,Yes,Yes,6,Credit Card,Bi-Weekly,2023-07-31
1136,36,Female,T-shirt,Clothing,232.44,New York,S,Brown,Summer,2.1,No,Express,No,No,8,PayPal,Weekly,2023-02-02
2448,66,Male,Dress,Clothing,183.62,Los Angeles,M,Green,Spring,1.5,No,Store Pickup,No,No,26,Apple Pay,Monthly,2023-11-09
1444,26,Female,Dress,Clothing,289.21,San Diego,S,Brown,Spring,2.0,Yes,Next Day,Yes,Yes,17,PayPal,Annually,2023-09-20
2228,40,Male,Jeans,Clothing,213.05,San Diego,XL,White,Fall,4.7,No,Express,No,No,47,Credit Card,Bi-Weekly,2023-09-28
2369,25,Female,Sneakers,Shoes,68.62,Phoenix,M,Grey,Spring,4.4,No,Standard,No,No,32,PayPal,Every 3 Months,2023-04-15
2362,55,Female,Scarf,Accessories,278.9,New York,S,Brown,Winter,2.4,Yes,Store Pickup,No,No,49,Credit Card,Every 3 Months,2023-07-13
2335,26,Male,Hat,Accessories,219.97,Phoenix,XL,Green,Spring,1.9,No,Store Pickup,No,No,7,Apple Pay,Bi-Weekly,2023-09-03
2364,50,Female,Shorts,Clothing,205.37,San Antonio,XL,White,Winter,3.1,No,Store Pickup,No,No,17,Credit Card,Weekly,2023-02-04
2115,29,Female,Backpack,Accessories,158.83,New York,M,Black,Spring,4.4,No,Store Pickup,No,No,9,PayPal,Every 3 Months,2023-05-16
1534,19,Female,Scarf,Accessories,87.64,Dallas,M,Red,Winter,4.5,No,Store Pickup,No,No,23,Credit Card,Monthly,2023-04-18
2223,43,Female,Sweater,Clothing,255.25,San Antonio,XL,Blue,Winter,2.8,No,Standard,No,No,39,Cash,Monthly,2023-09-27
1675,68,Male,Scarf,Accessories,237.15,San Antonio,S,Blue,Winter,4.1,Yes,Store Pickup,Yes,Yes,2,Apple Pay,Bi-Weekly,2023-01-02
2496,50,Male,Dress,Clothing,216.51,Philadelphia,S,Yellow,Summer,4.6,No,Next Day,No,No,50,Debit Card,Bi-Weekly,2023-03-16
2291,51,Female,Sweater,Clothing,48.73,Philadelphia,L,Blue,Spring,4.7,Yes,Store Pickup,No,No,20,Cash,Monthly,2023-05-03
1109,40,Male,Belt,Accessories,209.68,Philadelphia,M,White,Spring,3.6,No,Standard,No,No,0,Debit Card,Bi-Weekly,2023-12-03
2006,27,Male,Dress,Clothing,64.19,Philadelphia,S,Yellow,Summer,2.6,No,Next Day,Yes,Yes,30,Cash,Every 3 Months,2023-12-08
1971,55,Male,Dress,Clothing,153.41,San Antonio,M,Green,Summer,5.0,Yes,Standard,No,No,49,Debit Card,Every 3 Months,2023-12-14
1918,37,Female,Hat,Accessories,238.57,Los Angeles,L,Blue,Winter,2.5,Yes,Store Pickup,Yes,Yes,15,Debit Card,Bi-Weekly,2023-03-29
1564,52,Male,Jacket,Outerwear,168.36,San Diego,M,White,Fall,2.3,No,Express,Yes,Yes,11,Apple Pay,Every 3 Months,2023-08-01
1944,59,Female,Hat,Accessories,267.44,San Antonio,XL,Black,Winter,4.1,No,Store Pickup,No,No,28,Credit Card,Weekly,2023-12-13
1673,22,Male,Shorts,Clothing,259.38,Philadelphia,L,Blue,Winter,1.4,No,Express,No,No,15,Credit Card,Monthly,2023-02-25
1249,69,Female,Sunglasses,Accessories,182.27,Philadelphia,L,Yellow,Summer,1.7,No,Next Day,No,No,15,Cash,Weekly,2023-01-11
1399,50,Female,Sunglasses,Accessories,104.42,Chicago,S,Blue,Spring,2.0,Yes,Standard,Yes,Yes,44,Apple Pay,Every 3 Months,2023-12-16
2174,27,Female,Scarf,Accessories,226.44,San Antonio,M,Brown,Fall,4.2,No,Next Day,Yes,Yes,24,Apple Pay,Every 3 Months,2023-08-01
1746,66,Male,Sunglasses,Accessories,128.21,Los Angeles,S,Grey,Spring,2.1,No,Store Pickup,No,No,8,PayPal,Annually,2023-06-23
2094,38,Male,Sneakers,Shoes,294.15,Philadelphia,L,Red,Summer,1.9,Yes,Standard,Yes,Yes,50,Debit Card,Monthly,2023-05-20
1831,36,Male,Sweater,Clothing,79.2,San Diego,M,Brown,Summer,1.5,Yes,Next Day,Yes,Yes,5,Debit Card,Every 3 Months,2023-12-19
1932,28,Female,Sunglasses,Accessories,294.27,San Antonio,L,Green,Fall,1.8,No,Express,No,No,28,Apple Pay,Every 3 Months,2023-09-06
1471,56,Male,Scarf,Accessories,279.91,Chicago,L,Yellow,Winter,1.3,Yes,Standard,Yes,Yes,42,Apple Pay,Monthly,2023-11-17
1461,40,Male,Jeans,Clothing,42.02,San Jose,S,Blue,Fall,2.0,No,Store Pickup,Yes,Yes,41,Cash,Every 3 Months,2023-02-25
2441,48,Female,Shorts,Clothing,76.19,New York,M,White,Winter,4.2,No,Next Day,No,No,18,Cash,Bi-Weekly,2023-05-16
1564,57,Female,Sunglasses,Accessories,120.14,Phoenix,L,Green,Spring,2.9,Yes,Next Day,No,No,8,Debit Card,Monthly,2023-12-05
1338,41,Female,Jeans,Clothing,110.41,Houston,M,Yellow,Spring,4.7,No,Standard,No,No,8,PayPal,Annually,2023-01-16
1907,34,Male,T-shirt,Clothing,203.17,Houston,L,Green,Summer,3.8,Yes,Express,No,No,2,Apple Pay,Weekly,2023-02-25
1745,38,Female,Sweater,Clothing,112.64,San Jose,M,White,Fall,4.2,No,Express,Yes,Yes,26,Credit Card,Weekly,2023-03-10
1429,58,Female,Sunglasses,Accessories,87.98,Dallas,L,Brown,Summer,2.4,No,Store Pickup,No,No,13,Cash,Weekly,2023-08-06
2072,23,Male,Sunglasses,Accessories,112.72,San Jose,XL,Yellow,Summer,1.1,Yes,Express,No,No,1,Debit Card,Monthly,2023-06-23
1825,59,Male,Sneakers,Shoes,252.57,San Diego,M,White,Fall,3.5,No,Express,No,No,38,Apple Pay,Every 3 Months,2023-01-13
2069,41,Male,T-shirt,Clothing,143.27,Dallas,M,Black,Spring,4.2,No,Express,Yes,Yes,44,PayPal,Bi-Weekly,2023-11-28
1719,28,Female,Scarf,Accessories,295.4,Dallas,S,Yellow,Fall,2.0,No,Store Pickup,No,No,48,Cash,Bi-Weekly,2023-02-20
1258,53,Female,Sneakers,Shoes,121.69,Chicago,XL,Grey,Spring,3.5,No,Next Day,No,No,10,Debit Card,Annually,2023-05-09
2042,48,Female,Backpack,Accessories,185.35,San Diego,XL,Yellow,Summer,1.1,Yes,Next Day,No,No,24,Debit Card,Every 3 Months,2023-06-05
1619,27,Male,Belt,Accessories,27.35,Philadelphia,XL,Blue,Spring,1.9,No,Next Day,No,No,4,Cash,Every 3 Months,2023-05-22
1425,22,Female,Jacket,Outerwear,211.57,Dallas,L,Yellow,Fall,2.7,Yes,Standard,No,No,27,Cash,Every 3 Months,2023-11-26
1336,37,Male,Hat,Accessories,114.89,San Diego,S,Brown,Winter,1.3,No,Standard,No,No,37,Debit Card,Bi-Weekly,2023-10-09
2242,19,Female,Shorts,Clothing,95.58,Philadelphia,XL,Grey,Summer,1.2,Yes,Standard,No,No,31,Cash,Every 3 Months,2023-08-28
1777,50,Female,Dress,Clothing,290.48,Chicago,L,Grey,Summer,2.0,No,Next Day,No,No,42,Debit Card,Annually,2023-05-25
2097,48,Female,Backpack,Accessories,111.26,Philadelphia,L,Brown,Winter,4.1,No,Next Day,No,No,3,Debit Card,Weekly,2023-01-20
1493,44,Female,Hat,Accessories,60.15,Phoenix,L,Blue,Winter,1.6,No,Next Day,No,No,0,Credit Card,Bi-Weekly,2023-08-18
1680,66,Female,Hat,Accessories,241.87,San Jose,S,White,Summer,4.2,No,Standard,Yes,Yes,48,PayPal,Weekly,2023-05-17
2253,30,Male,Sweater,Clothing,239.38,Phoenix,S,Brown,Summer,2.3,No,Standard,No,No,43,Cash,Monthly,2023-04-30
2342,49,Male,T-shirt,Clothing,40.75,Philadelphia,L,Brown,Spring,2.1,Yes,Store Pickup,No,No,6,Apple Pay,Bi-Weekly,2023-05-07
2158,20,Female,Sunglasses,Accessories,75.34,Philadelphia,L,Yellow,Spring,3.5,No,Express,No,No,45,Debit Card,Bi-Weekly,2023-02-28
1791,64,Female,Backpack,Accessories,119.41,Dallas,L,Red,Spring,3.7,No,Store Pickup,No,No,49,Apple Pay,Monthly,2023-01-26
1082,50,Male,Backpack,Accessories,119.63,Los Angeles,M,Blue,Winter,2.6,No,Next Day,No,No,3,Credit Card,Monthly,2023-07-02
1707,50,Male,Backpack,Accessories,61.71,San Jose,S,White,Winter,4.6,Yes,Store Pickup,No,No,38,PayPal,Weekly,2023-04-04
1386,22,Male,Belt,Accessories,141.89,Dallas,M,Blue,Summer,3.7,No,Standard,Yes,Yes,29,Credit Card,Weekly,2023-07-01
2066,23,Male,Jacket,Outerwear,57.35,San Antonio,M,Black,Summer,4.5,Yes,Store Pickup,Yes,Yes,17,Cash,Monthly,2023-11-06
1321,38,Female,Dress,Clothing,91.33,Chicago,M,Grey,Fall,4.1,No,Store Pickup,No,No,21,Cash,Bi-Weekly,2023-12-09
2398,29,Female,Scarf,Accessories,97.86,Philadelphia,M,Blue,Fall,1.1,No,Express,No,No,35,PayPal,Every 3 Months,2023-11-17
1700,53,Male,Jacket,Outerwear,287.8,San Diego,XL,Yellow,Summer,3.8,No,Store Pickup,No,No,16,Cash,Bi-Weekly,2023-05-14
2143,31,Female,Sunglasses,Accessories,173.18,San Jose,XL,Brown,Winter,3.4,Yes,Express,No,No,38,Apple Pay,Weekly,2023-01-17
1645,53,Female,Dress,Clothing,195.03,San Jose,L,Black,Winter,2.1,Yes,Next Day,No,No,44,Cash,Monthly,2023-11-08
2175,45,Female,T-shirt,Clothing,27.01,New York,M,Black,Winter,3.2,Yes,Next Day,No,No,20,PayPal,Monthly,2023-03-09
1203,55,Male,Scarf,Accessories,119.78,Houston,M,Yellow,Spring,4.3,No,Express,Yes,Yes,11,Apple Pay,Annually,2023-05-11
1390,48,Female,Dress,Clothing,152.02,San Antonio,L,Yellow,Winter,3.0,No,Express,Yes,Yes,23,Apple Pay,Monthly,2023-02-18
1376,23,Male,Dress,Clothing,106.58,San Antonio,L,Blue,Winter,1.6,Yes,Express,Yes,Yes,2,Cash,Monthly,2023-01-17
1439,21,Male,Jeans,Clothing,194.52,San Jose,M,White,Spring,2.6,No,Express,No,No,19,Cash,Bi-Weekly,2023-08-03
1373,24,Male,Sweater,Clothing,199.15,Dallas,M,Grey,Fall,4.3,No,Next Day,No,No,26,Credit Card,Every 3 Months,2023-05-10
1853,32,Female,Hat,Accessories,239.6,Los Angeles,L,Blue,Summer,2.7,No,Express,Yes,Yes,20,Apple Pay,Monthly,2023-01-17
1431,63,Male,Scarf,Accessories,110.81,Chicago,XL,White,Spring,1.7,No,Store Pickup,No,No,11,Cash,Weekly,2024-01-01
1502,24,Male,Jacket,Outerwear,164.13,New York,L,Blue,Spring,2.2,Yes,Standard,Yes,Yes,9,PayPal,Every 3 Months,2023-09-19
2243,53,Female,Sweater,Clothing,219.1,Chicago,M,Black,Spring,1.9,No,Standard,Yes,Yes,10,Credit Card,Monthly,2023-03-09
2214,28,Female,Jacket,Outerwear,152.31,Houston,S,Black,Fall,1.6,Yes,Express,Yes,Yes,35,Debit Card,Bi-Weekly,2023-08-28
2267,50,Female,Sweater,Clothing,275.21,San Jose,L,Blue,Winter,3.2,No,Store Pickup,Yes,Yes,35,Apple Pay,Bi-Weekly,2023-09-07
1117,25,Male,Backpack,Accessories,260.61,Dallas,XL,Yellow,Spring,1.4,No,Standard,Yes,Yes,13,PayPal,Annually,2023-06-28
2335,55,Female,Backpack,Accessories,102.39,Chicago,M,Grey,Spring,3.7,Yes,Next Day,No,No,36,Debit Card,Bi-Weekly,2023-01-18
2109,61,Female,T-shirt,Clothing,256.43,Philadelphia,XL,Yellow,Winter,4.6,No,Store Pickup,No,No,42,Cash,Annually,2023-08-01
2377,29,Female,Scarf,Accessories,49.62,San Diego,S,Red,Summer,2.5,No,Express,No,No,48,Apple Pay,Weekly,2023-01-26
2206,40,Female,Belt,Accessories,36.65,Chicago,M,White,Spring,1.4,No,Standard,No,No,18,Debit Card,Annually,2023-08-18
1919,36,Female,Belt,Accessories,289.28,Los Angeles,XL,Blue,Winter,1.7,No,Store Pickup,Yes,Yes,49,Cash,Weekly,2023-10-08
1087,29,Female,Backpack,Accessories,39.2,Philadelphia,S,Yellow,Summer,3.8,Yes,Next Day,No,No,10,Debit Card,Annually,2023-10-26
1364,37,Female,T-shirt,Clothing,283.82,San Jose,M,Grey,Fall,3.7,Yes,Store Pickup,Yes,Yes,0,Credit Card,Every 3 Months,2023-03-09
1466,66,Female,Belt,Accessories,112.49,Houston,L,Red,Fall,2.7,Yes,Standard,No,No,24,Credit Card,Every 3 Months,2023-02-07
2369,64,Female,T-shirt,Clothing,261.18,San Jose,XL,Yellow,Winter,4.3,Yes,Standard,Yes,Yes,4,PayPal,Bi-Weekly,2023-08-01
2032,21,Female,Backpack,Accessories,244.9,San Diego,L,Yellow,Spring,4.0,No,Store Pickup,No,No,22,Credit Card,Bi-Weekly,2023-01-28
1050,54,Female,T-shirt,Clothing,256.6,Chicago,XL,Grey,Summer,3.0,No,Express,Yes,Yes,28,Debit Card,Annually,2023-08-03
2187,53,Male,Jeans,Clothing,86.89,Dallas,S,Brown,Spring,2.8,No,Standard,No,No,48,Cash,Annually,2023-10-10
2397,48,Male,Dress,Clothing,52.84,Phoenix,L,Brown,Summer,2.1,No,Next Day,No,No,17,PayPal,Annually,2023-05-17
2397,65,Male,Sunglasses,Accessories,102.11,Dallas,L,Red,Winter,4.4,No,Store Pickup,No,No,44,Apple Pay,Every 3 Months,2023-09-27
1693,55,Female,Backpack,Accessories,48.55,San Diego,L,Yellow,Fall,4.3,No,Standard,Yes,Yes,46,Debit Card,Weekly,2023-08-21
1266,38,Female,Sunglasses,Accessories,43.26,New York,XL,Red,Summer,2.6,Yes,Next Day,No,No,31,PayPal,Bi-Weekly,2023-02-27
1557,57,Female,Jacket,Outerwear,153.8,Chicago,XL,Blue,Winter,4.4,No,Next Day,Yes,Yes,31,Apple Pay,Every 3 Months,2023-10-02
1874,37,Female,Sneakers,Shoes,221.73,Los Angeles,M,White,Winter,3.6,No,Express,No,No,8,Apple Pay,Annually,2023-01-18
1195,43,Female,T-shirt,Clothing,220.57,Philadelphia,XL,Yellow,Winter,3.3,Yes,Store Pickup,No,No,50,Debit Card,Bi-Weekly,2023-12-01
1862,45,Female,Shorts,Clothing,214.09,New York,M,Yellow,Summer,4.1,No,Next Day,Yes,Yes,15,Debit Card,Monthly,2023-07-29
2125,46,Male,Dress,Clothing,253.58,Dallas,S,Brown,Summer,1.5,No,Next Day,Yes,Yes,36,Debit Card,Bi-Weekly,2023-09-14
1739,67,Female,Belt,Accessories,185.17,New York,L,Black,Fall,2.7,No,Express,No,No,12,Credit Card,Annually,2023-10-14
1867,55,Male,Sweater,Clothing,221.19,Philadelphia,S,White,Summer,2.9,No,Standard,Yes,Yes,20,Cash,Weekly,2023-04-22
2452,56,Female,Jacket,Outerwear,150.93,New York,M,Yellow,Spring,2.3,Yes,Store Pickup,No,No,24,Credit Card,Every 3 Months,2023-03-03
1820,27,Male,T-shirt,Clothing,107.09,San Diego,S,Grey,Fall,3.1,No,Next Day,No,No,38,Apple Pay,Weekly,2023-05-03
1155,55,Male,Sunglasses,Accessories,144.24,Phoenix,S,Grey,Spring,2.2,No,Express,Yes,Yes,43,Credit Card,Annually,2023-09-03
1084,34,Female,Scarf,Accessories,284.31,Philadelphia,S,Black,Spring,2.1,No,Next Day,No,No,36,Apple Pay,Weekly,2023-12-30
1623,57,Male,Jacket,Outerwear,143.18,Los Angeles,S,White,Winter,3.4,No,Store Pickup,No,No,5,Debit Card,Every 3 Months,2023-12-27
1190,25,Female,T-shirt,Clothing,231.73,New York,M,Red,Fall,1.9,No,Store Pickup,Yes,Yes,9,PayPal,Monthly,2023-03-30
2377,39,Male,Jeans,Clothing,78.08,San Diego,M,Grey,Summer,1.8,No,Standard,No,No,34,Credit Card,Annually,2023-09-06
2077,48,Female,Jacket,Outerwear,79.54,Chicago,M,Red,Spring,2.0,No,Standard,No,No,1,Credit Card,Monthly,2023-01-10
1877,37,Male,Sunglasses,Accessories,76.3,Houston,XL,Brown,Fall,3.9,No,Next Day,Yes,Yes,22,Cash,Bi-Weekly,2023-12-26
1344,22,Female,Backpack,Accessories,23.19,San Diego,S,Grey,Summer,2.7,No,Store Pickup,No,No,2,Credit Card,Annually,2023-06-09
2249,70,Female,Belt,Accessories,29.07,Chicago,XL,Red,Winter,1.3,No,Standard,No,No,37,PayPal,Weekly,2023-01-29
2154,29,Male,Scarf,Accessories,195.28,San Antonio,S,Grey,Spring,4.0,No,Express,Yes,Yes,14,Cash,Every 3 Months,2023-10-02
2060,18,Male,Sneakers,Shoes,286.67,Philadelphia,XL,Red,Winter,2.0,No,Express,No,No,14,Debit Card,Every 3 Months,2023-05-05
2370,29,Male,Sunglasses,Accessories,215.55,San Diego,S,White,Winter,4.8,No,Standard,No,No,33,Cash,Annually,2023-05-17
2232,53,Female,Scarf,Accessories,200.65,Philadelphia,M,Yellow,Spring,2.2,No,Standard,No,No,49,Cash,Weekly,2023-03-09
2328,39,Male,Belt,Accessories,157.16,Philadelphia,S,Brown,Summer,4.0,No,Standard,No,No,36,Cash,Annually,2023-10-03
1256,67,Female,Shorts,Clothing,164.66,San Diego,S,Red,Winter,2.2,No,Express,No,No,0,Cash,Bi-Weekly,2023-11-25
1257,50,Male,Backpack,Accessories,24.6,Chicago,S,Black,Fall,4.5,Yes,Express,No,No,48,PayPal,Monthly,2023-10-24
2121,48,Female,Belt,Accessories,111.76,Los Angeles,XL,Grey,Winter,1.1,No,Express,No,No,11,Cash,Weekly,2023-03-14
2491,57,Female,Sunglasses,Accessories,204.77,Los Angeles,S,White,Summer,1.0,No,Store Pickup,Yes,Yes,5,Debit Card,Annually,2023-08-02
1219,38,Male,Jacket,Outerwear,145.67,San Jose,M,Red,Spring,2.6,Yes,Next Day,No,No,2,Apple Pay,Weekly,2023-09-09
1666,19,Female,T-shirt,Clothing,197.3,Phoenix,XL,Red,Spring,4.7,No,Standard,No,No,1,Credit Card,Bi-Weekly,2023-10-19
1279,46,Female,Jeans,Clothing,91.75,Phoenix,L,Grey,Summer,3.5,No,Store Pickup,No,No,12,Cash,Monthly,2023-06-07
